0xc97c338b3a358c4bc14e5699f1346f6bcc72a2eb, 633381045.271375999998971
0xb572eb6a46c997a9bfb64c95589d573c8a51b5a9, 99872530.037971212734554523
0xbed789c6008f788a28fc222c83082d67033daf7f, 60000000
0xfde44c243c392ffa1eec20091d68fcb39c209e67, 53939070.449079380877434957
0x000000000000000000000000000000000000dead, 20001777
0x786d3ed856e3226220d760c5b52084e259f206fb, 20000000
0x84c5e46e452761049b443962473f81d6ac6cef6e, 16670580
0x9aa04abb0d89b57c22f19c57d975eae4057f4cc1, 16000000
0x622ea38b1c34d1d7545effd65f5f60b2d32508f8, 13376747.632934
0x543fce4fa1009a0909601bf00f005673c96d830e, 11995999.995794499999957945
0x19aec87600c3ad0378499b13529298a8af15803f, 10458391.955
0xc19e7aea9d407bf405bef4a1f5ec9932e60de8ec, 1909802.38140871737479381
0xf68aed73c86127de4047533da58b419e1aca7c0a, 2000000.1958
0xb93de30f956a03d8c597ba0c7a7d08cf4644a571, 2000000
0x173978e9319c7c67645bd3bf4e4812bfc8b913a7, 1142858
0xbbab376fd9c3a0f5ef1d2114c8dd1512fd858ee2, 1082732.58208878944612213
0x872c9d68d3871d510c60a1bb5cdfe2dabb0e74cb, 300078.930309
0x5fd2104fd51d55007f12fb9fd32e1c360031a181, 103496.444021
0x107b0381017c001940ce764b4dbf2d923ef1cadd, 100000
0x5eff08c64992ea745c532ea776c1b61f3af0c2d3, 43316.141935788999979
0x4ef70a34a964479683b7b839a28d4cf76291e502, 43315.869967964999979
0x9694681245e23a57dee904c8079874a39ddb8282, 43315.869967964999979
0xfcd24067611d35bd36ae6e4de5de7d343852281b, 43315.869967964999979
0xf0f9abc77fa00c00822d063f4bf76a17bfede5ef, 43315.869967964999979
0x50c7fa2f7653e3eb36bb4650bf4350b8674afad1, 43315.869967964999979
0x6ec14966480e3baf4c62a1f4532c95c42b07b9c9, 43315.869967964999979
0x16ca3a730ada5ac6622a7c3eff601e4898ddfa78, 43315.869967964999979
0xb96dae2a4bcffc1204584507495eca321bce891a, 43315.869967964999979
0x0db8a0c45b4a5ff7255291c87a6e3a347acba782, 43315.869967964999979
0xc08b5179ce711bde566b4762e83fe98bdb39d5eb, 43315.869967964999979
0xb7f6b994553ecb9b0a0c6f258b1b609613d4c381, 43315.869967964999979
0x66ab7d2f99c2ffde57b9b08b30f60a63dc799634, 43315.869967964999979
0xa74316de0cb9b7892122a50ae1f3d2142aa8e38e, 43315.869967964999979
0xb95b294cfd83a6b4b01ee4c3470440234bbf612b, 43315.869967964999979
0xeee2b80f4acc9c67311306b7b631efa38568523f, 43315.869967964999979
0x7912253535b10ab63a37a88c7450b06dc6b9ea28, 43315.869967964999979
0x2b7c87ac4f282f040f00d7eaf682da79186346d1, 43315.869967964999979
0x526af2de38abbcfe1c995db67dd6364bd55592e7, 43315.869967964999979
0x096f948efff198a1b4af38529c7029f92d4e7546, 43315.869967964999979
0x689845a9766bcee70e89752aa7ff75703ac3b86a, 43315.869967964999979
0xd2aec57afd46939204e2e9bc403ad1f91f70a3e6, 43315.869967964999979
0x0ed25b0a6d55021db8f98ff6076d2bd2e86a4a45, 43315.869967964999979
0x1bb321cea5993be66048bb40a9a5abc2a0c64e81, 43315.869967964999979
0xf63ef442e799f0eff80cf9cdc5253e9eecabf6c8, 43315.869967964999979
0xcda9791db85b37c733f09e289bded4445400f498, 43315.869967964999979
0x272336e03e2bb3033a5267c5835381f512e723e7, 43315.869967964999979
0x72bbf33b6f5320335c90fe6fbb826a52267d7e43, 43315.869967964999979
0xb669f886039d1f01d2c02683c95f72c8bec87456, 43315.869967964999979
0x650c5afacd36c0d06725c48489c95201c2134c12, 43315.869967964999979
0x04cbc822a81b4fbe03a2bb6d8e16be67a7eb559b, 43315.869967964999979
0xabe99e2916739d7fa8a38808c496ee22579a768f, 43315.869967964999979
0x96dd6971125639c7fb336189d28d48049f0d2b6c, 43315.869967964999979
0x130ae17f668371955e7c101c51baafc6156e70d7, 43315.869967964999979
0xb64204feca2b7fe3515e0b5761b4fec3db799a6a, 43315.869967964999979
0x06bd78733419fd9ae588b109d8262bf98260b725, 43315.869967964999979
0xdddcfbd07b1ee9982eb8b109406540c4a13e60a2, 43315.869967964999979
0x8669e49ad9d3e266cec93fd459914c860d943294, 43315.869967964999979
0x7f783eccff3333bac924c100b0870021d01fafad, 43315.869967964999979
0xef9c6a0a8c20139ed5dda51c97dc48b832cded8c, 43315.869967964999979
0xb0f0c8b4e6c28b4203618495c5edb0d28dba00b8, 50
0x204c02457c3065289a0a23b607c4ace2ab2544dc, 50
0xb1fd76836fb11766a3f23ca740395533c5cf1d9b, 50
0xbd1df9919576c2c78d6c979d5d6f1407b09bb8c2, 50
0x8fd0e682e02821d77d03bb5475d7cba2a1a97ad6, 50
0xebc2dfa7de5eb3db0134c400b844065f70e9d1ab, 50
0x752c4a0bf0f30fa685518e1adee2588b6233857b, 50
0xc961638de87969f0c683eef9c8c6eccd2e786d1f, 50
0x01bbabc66694615df02709db243b4513a2789cb7, 50
0x5684c3ae996e0a87ef4302bf89d182ee96a24798, 50
0xedde759137955266418848ac5b68378e020a49c4, 50
0x3613a3b9f176f516bc181795ea01c69825f80d04, 50
0xb99890ac0712497614290a95788c93b3bcda2fbb, 50
0x5777bf5533de8dc509a1f5a0bf5d1d7470835f2f, 50
0xcdf057f0bfa929f55b4e56561fb9675b07f1cc32, 50
0x8b7b652729f6a3592134b031904de2caa6421fda, 50
0x7d727fc5d835446befdc712fb46e79f559a91139, 50
0xf0bd4c9cd5a80482b68da3df7a35d207642b2cac, 50
0x663a0dffaa6101c8e5ff460b042a365a8cc73faa, 50
0x8e8ff2b960dbefb691863f5065690a7b932e04df, 50
0xe1f4a53ff5c337c380e90a30858ac5a4848554ba, 50
0x53228995d23195932c717fc423bcefc9fea6faf2, 50
0x7dfe768b3ba406d4b3367a1d3bd4d419cef86cf6, 50
0xb1d2975e19564d9828227ba98a2c7d51b0e78e3b, 50
0x80a4a2f0a03ceac1c6e38cba7a6604a16455c3ed, 50
0xa76245d5fa3e0508ca9376452ddc4e6a38530b17, 50
0x4f4b94f25466b408a0d7067305aaf77cc121617c, 50
0x9c0ac6b78fb38d1431d143fae22aaa858f0ece3e, 50
0x9e1c666bc3cedeb417188d334375089843d35bc0, 50
0x52fd45c510df33415f6644b2adb726b5a5cd6c9e, 50
0xac45d8b7ed8bdcbaf5f59f4622f9b351cdb9e956, 50
0x5b2d775ca52ad27524e3581980d56694d9e1a83c, 50
0xc000250d0cdfb43e2f5c03f6ea73807e0694e795, 50
0x501226d260513c4b6f2ef67b6213af5a9e3cdc7b, 50
0x779a605c753cea01d23d9bb7a5f961a8af315011, 50
0x8fec9850dad02ab726b6822927c8b402bc993d58, 50
0xefe753a89b5f1836a44744df626f5e47eeda18f7, 50
0xf9f20c6dbaf7d70fceadddbd13d9bcb6b66298da, 50
0x290fa3fe65df509cb27ba55b493841cb92da083b, 50
0x2ed5972f39109d1818024bf84ce8f2230c4d99d9, 50
0x44e5dcbd47ca76635e80724adaf469090d9d3df7, 1.827856429999935854
0x1393bba2f90fe4d040bf70c24183dd6e27274de5, 420737.456212091182554752
0xcabdc32aa9aa5d9e68ec663b991bc525bc7e06e0, 3917
0x9efd98820fc21297fefb19e362b601b276b52d9a, 1
0x8443ae01eb9b0b5019f27b0b023fccdab72d96b7, 995.155112599951551126
0xb715dee19dbdc1e2e857d21b38f56ef0b688fcc9, 9.919650099999196501
0x4018a5017693ddc7a068ad66c3a7f5677fc55427, 0
0x0fbe2fabd93b3afbc8cc6663c8882329da2bda85, 0
0xcc5f55f2cd2946909bdd14dfa10c698fa7e7ccab, 0
0xaa3a4a4a668062bce55f78286b9178c0cc14b93f, 0
0x2c29b1933d73bf639518001b5c4d1fa512d6e9b1, 0
0x6262c4615945dedf45442cefd458c5d7468ba5d6, 0
0x3d6a781d4d91d5a420411724b41b707abe51a10d, 109.92157312999945038
